wavenumber,reflectance
400.1569,79.733007650951
400.639,79.35082835712414
401.1211,79.08129575638908
401.6032,78.84846161852758
402.0853,78.63370710798837
402.5674,78.52720776841923
403.0496,78.40326316288954
403.5317,78.29164425185462
404.0138,78.21456567948174
404.4959,78.16015290874401
404.978,78.0896781819546
405.4601,77.99998865843006
405.9423,77.9043291726338
406.4244,77.79084638205616
406.9065,77.67989455543007
407.3886,77.57038169923655
407.8707,77.44285467850122
408.3528,77.29985726292654
408.835,77.19963434922848
409.3171,77.14412055067851
409.7992,77.1060570469211
410.2813,77.10020984124017
410.7634,77.0975119021188
411.2455,77.09582933085522
411.7277,77.12211768222171
412.2098,77.17045359039801
412.6919,77.21077656409616
413.174,77.24408336143635
413.6561,77.28105672691879
414.1382,77.31465321465053
414.6204,77.38759316767906
415.1025,77.50330162089078
415.5846,77.63546666134312
416.0667,77.79500249023275
416.5488,77.97336087856773
417.0309,78.16865753873938
417.5131,78.36194532165034
417.9952,78.54830156121112
418.4773,78.62517281882862
418.9594,78.57378974421958
419.4415,78.43346112553759
419.9236,78.16851146741787
420.4058,77.89465297077108
420.8879,77.61362113096568
421.37,77.30500438120386
421.8521,76.99853497832882
422.3342,76.72720249500065
422.8163,76.50570946622807
423.2985,76.32267482292421
423.7806,76.19594146421652
424.2627,76.05316470441197
424.7448,75.89455563986935
425.2269,75.77542105544475
425.709,75.6820852137431
426.1912,75.55778476153338
426.6733,75.4044135236103
427.1554,75.24071519788724
427.6375,75.0531346415199
428.1196,74.90066256460673
428.6017,74.7869891600541
429.0839,74.67207289318713
429.566,74.56983411317799
430.0481,74.50379640438774
430.5302,74.47324898981317
431.0123,74.47813565710646
431.4944,74.52528948192757
431.9766,74.5710202106525
432.4587,74.61467939232662
432.9408,74.68433785510777
433.4229,74.77056405760821
433.905,74.8042371488526
434.3871,74.78071394539595
434.8693,74.72536841841791
435.3514,74.61832566343854
435.8335,74.49570889704694
436.3156,74.35681080827958
436.7977,74.18727744598098
437.2798,73.99445475346862
437.762,73.81991653823756
438.2441,73.66806948859777
438.7262,73.52570983521602
439.2083,73.4060009294428
439.6904,73.3080542713852
440.1725,73.23578184186259
440.6547,73.19436698580252
441.1368,73.18693044629401
441.6189,73.16157345641828
442.101,73.11636896179884
442.5831,73.08059135236857
443.0652,73.0417285531881
443.5474,72.99950885215887
444.0295,72.95489794669454
444.5116,72.8975074464562
444.9937,72.82616699219264
445.4758,72.74770727273086
445.9579,72.65929191937778
446.4401,72.55511578466249
446.9222,72.43482744133368
447.4043,72.2905047092198
447.8864,72.11937153212394
448.3685,71.92338500937565
448.8506,71.69892310929242
449.3328,71.49901369954274
449.8149,71.32747098151616
450.297,71.15513607926295
450.7791,70.99590317919365
451.2612,70.84861800074334
451.7433,70.71307556851825
452.2255,70.60227543480612
452.7076,70.51775384507344
453.1897,70.43130463249581
453.6718,70.34454067201786
454.1539,70.2741839648541
454.636,70.2150278039603
455.1182,70.15324945696868
455.6003,70.08922522356443
456.0824,70.02612869796198
456.5645,69.96038111915142
457.0466,69.8864468939325
457.5287,69.80262340024836
458.0109,69.70793359789796
458.493,69.59958719662457
458.9751,69.48063021009152
459.4572,69.34943216387326
459.9393,69.20093269828314
460.4214,69.03440780001468
460.9036,68.86963604404487
461.3857,68.7067447155296
461.8678,68.5346486451538
462.3499,68.35779865717757
462.832,68.18669969416585
463.3141,68.02186535254448
463.7963,67.86192756052272
464.2784,67.71019226944861
464.7605,67.568297594212
465.2426,67.43793720073131
465.7247,67.32201856255148
466.2068,67.2224188547573
466.689,67.12594178136638
467.1711,67.03319378254311
467.6532,66.95320776172728
468.1353,66.88364104417873
468.6174,66.78818467286617
469.0995,66.66432896067431
469.5817,66.52775535714608
470.0638,66.36834564553057
470.5459,66.19701645976761
471.028,66.01340760533958
471.5101,65.80261321847556
471.9922,65.56549283274931
472.4744,65.32040758477908
472.9565,65.06553646075723
473.4386,64.79111730042968
473.9207,64.50030084632641
474.4028,64.23072395057672
474.8849,63.985233251479826
475.3671,63.74811860167109
475.8492,63.53009739677625
476.3313,63.32044599034683
476.8134,63.119893616152105
477.2955,62.94399801571657
477.7776,62.79225897018186
478.2598,62.64152608926143
478.7419,62.4935323318278
479.224,62.36084851505554
479.7061,62.23923479028248
480.1882,62.09643289031544
480.6703,61.93031308845651
481.1525,61.75320773030374
481.6346,61.55592047683018
482.1167,61.361452416541916
482.5988,61.17029026909422
483.0809,60.962531724221805
483.563,60.74243998806463
484.0452,60.531511166543794
484.5273,60.3288244381282
485.0094,60.12648975176658
485.4915,59.92940062456928
485.9736,59.72562577287666
486.4557,59.51447065126908
486.9379,59.30581139570476
487.42,59.09714401745807
487.9021,58.88174243366239
488.3842,58.66022684349973
488.8663,58.43414298469208
489.3484,58.202000248800566
489.8306,57.965995571635624
490.3127,57.72596741650116
490.7948,57.47952234979776
491.2769,57.22687007175486
491.759,56.96348697988628
492.2411,56.68834769968189
492.7233,56.403439428229916
493.2054,56.10712161647529
493.6875,55.81193581404101
494.1696,55.51874799136343
494.6517,55.21991316168798
495.1339,54.91858369871368
495.616,54.62487465226662
496.0981,54.339518698123975
496.5802,54.06047062979977
497.0623,53.790922462778255
497.5444,53.523840225241166
498.0266,53.2597799529207
498.5087,53.005518429222
498.9908,52.7602424718857
499.4729,52.49761061067619
499.955,52.216375755240826
500.4371,51.92897818595208
500.9193,51.62855475187388
501.4014,51.33310425924118
501.8835,51.044000131944145
502.3656,50.74651837472563
502.8477,50.444663931007845
503.3298,50.14256951023673
503.812,49.83887427996703
504.2941,49.53440214969899
504.7762,49.22980622383857
505.2583,48.91620012140777
505.7404,48.593210343160656
506.2225,48.26559641755965
506.7047,47.931170551787844
507.1868,47.59026383915593
507.6689,47.242981576522524
508.151,46.88727308141296
508.6331,46.522979639248426
509.1152,46.17457338127031
509.5974,45.84391188456742
510.0795,45.51910763738197
510.5616,45.20685937160606
511.0437,44.8922667808049
511.5258,44.57436486486389
512.0079,44.26643360165713
512.4901,43.9654146458709
512.9722,43.65505967262594
513.4543,43.335635712862
513.9364,43.01293454128819
514.4185,42.68300244559912
514.9006,42.326624410075596
515.3828,41.94120591197034
515.8649,41.53208337792784
516.347,41.09275014532953
516.8291,40.64227045240772
517.3112,40.180274421063814
517.7933,39.690697336674376
518.2755,39.17672738083267
518.7576,38.686555479648966
519.2397,38.22243337267432
519.7218,37.7631468763137
520.2039,37.321472182006374
520.686,36.87644448187473
521.1682,36.427340527430104
521.6503,35.995968162098805
522.1324,35.578861748605874
522.6145,35.15468978614092
523.0966,34.72536898945108
523.5787,34.29984515447018
524.0609,33.87398432295255
524.543,33.441863334058496
525.0251,33.003114346364264
525.5072,32.557406742659545
525.9893,32.10264369627836
526.4714,31.65383884696725
526.9536,31.211231944870864
527.4357,30.76529976633461
527.9178,30.319317215756705
528.3999,29.873066783746374
528.882,29.42573138984775
529.3641,28.97985425780709
529.8463,28.53532074082097
530.3284,28.093090161032404
530.8105,27.653872263302073
531.2926,27.217292339600064
531.7747,26.783980653531533
532.2568,26.35392028612888
532.739,25.92739641052372
533.2211,25.505215536048325
533.7032,25.08764756398065
534.1853,24.662972866275172
534.6674,24.23037859154772
535.1495,23.795816759685284
535.6317,23.35615872552649
536.1138,22.91877861869402
536.5959,22.48428465148618
537.078,22.046346845076364
537.5601,21.606586790419364
538.0422,21.170634693625242
538.5244,20.738245855396798
539.0065,20.307862453780984
539.4886,19.880839771507876
539.9707,19.452369676881812
540.4528,19.022281632171627
540.9349,18.594103727653135
541.4171,18.16681438177392
541.8992,17.743268097743194
542.3813,17.3241586673979
542.8634,16.907450633118188
543.3455,16.494084541956727
543.8276,16.083362644254155
544.3098,15.675210034000228
544.7919,15.27086905358259
545.274,14.870272239978785
545.7561,14.472166173957508
546.2382,14.076728686682904
546.7203,13.68462914174489
547.2025,13.295682878203145
547.6846,12.911069995311086
548.1667,12.531002738548095
548.6488,12.154846198834228
549.1309,11.7829788758936
549.613,11.421987821613694
550.0952,11.072598443738702
550.5773,10.732114004010045
551.0594,10.402537277050216
551.5415,10.080143745884415
552.0236,9.764968587679503
552.5057,9.460793008604172
552.9879,9.16707280043746
