wavenumber,reflectance
400.1569,91.40932018583908
400.639,91.14937917661774
401.1211,90.96794287097482
401.6032,90.82209027289468
402.0853,90.63033196289066
402.5674,90.44898579969644
403.0496,90.21435638588231
403.5317,89.92715605342191
404.0138,89.63469426435738
404.4959,89.32695598980719
404.978,89.0018960573243
405.4601,88.66690626307408
405.9423,88.33085438839325
406.4244,87.99783414760596
406.9065,87.76298034308172
407.3886,87.64124964550203
407.8707,87.59546960325058
408.3528,87.6572403051085
408.835,87.71101350967639
409.3171,87.75317062116449
409.7992,87.87132324043264
410.2813,88.04144067587112
410.7634,88.10974098836274
411.2455,88.07111890420722
411.7277,87.9816787280672
412.2098,87.80000619879236
412.6919,87.61190060842428
413.174,87.41808911039104
413.6561,87.1915548639293
414.1382,86.95211354711189
414.6204,86.72634412607037
415.1025,86.52073281234928
415.5846,86.34179181030305
416.0667,86.20226391202993
416.5488,86.01978647788894
417.0309,85.7952760064677
417.5131,85.58388380800099
417.9952,85.36927345587411
418.4773,85.19175280582522
418.9594,85.06167868895324
419.4415,84.95707426513118
419.9236,84.89214863430057
420.4058,84.84671933176278
420.8879,84.82111960202593
421.37,84.8368222414722
421.8521,84.89121522411928
422.3342,84.88990838719958
422.8163,84.82773979070188
423.2985,84.74892656888292
423.7806,84.62845721504017
424.2627,84.51818169986056
424.7448,84.42134799775927
425.2269,84.29390122540404
425.709,84.14656476776042
426.1912,84.0312066254774
426.6733,83.9470631890262
427.1554,83.87653892697527
427.6375,83.8324416562225
428.1196,83.79297959570107
428.6017,83.75823958994565
429.0839,83.75039668307703
429.566,83.76625435118949
430.0481,83.76710570215245
430.5302,83.753372810703
431.0123,83.74263251383339
431.4944,83.72592130778915
431.9766,83.69513628146714
432.4587,83.64928506497981
432.9408,83.58448204007357
433.4229,83.49707417665164
433.905,83.40840978046144
434.3871,83.31746634094164
434.8693,83.20936968513924
435.3514,83.08783080713019
435.8335,82.97908891058651
436.3156,82.8837385949355
436.7977,82.7914672256183
437.2798,82.70908940800086
437.762,82.63486569478728
438.2441,82.56963586586208
438.7262,82.52064572029003
439.2083,82.48894518110053
439.6904,82.44433935409756
440.1725,82.38639182223535
440.6547,82.33158703041165
441.1368,82.27294436362281
441.6189,82.19014762437342
442.101,82.08173205402127
442.5831,81.95146751556646
443.0652,81.7928820608214
443.5474,81.64101477933264
444.0295,81.49677208629099
444.5116,81.33665333712695
444.9937,81.16829553806218
445.4758,81.01151320317601
445.9579,80.8661457376992
446.4401,80.72850887641656
446.9222,80.60404573931929
447.4043,80.47683031119726
447.8864,80.34728600327001
448.3685,80.22851527710935
448.8506,80.11788766107821
449.3328,80.01477946388727
449.8149,79.92132404563341
450.297,79.8473970516298
450.7791,79.79493562813512
451.2612,79.73241239799923
451.7433,79.66055759825245
452.2255,79.58125473584307
452.7076,79.48635241798583
453.1897,79.39919429093194
453.6718,79.31809650089691
454.1539,79.22325538391524
454.636,79.1178505860558
455.1182,79.01277457959958
455.6003,78.90532495213306
456.0824,78.79094065278584
456.5645,78.67081509793826
457.0466,78.55658838033887
457.5287,78.44873451688422
458.0109,78.3420282112695
458.493,78.23952464729018
458.9751,78.118827992754
459.4572,77.97793036240401
459.9393,77.83013786374661
460.4214,77.66952818594763
460.9036,77.49522364406731
461.3857,77.30739934057007
461.8678,77.10120626857675
462.3499,76.8757263551719
462.832,76.65499947648391
463.3141,76.4396232520694
463.7963,76.21666658646562
464.2784,75.99184591872731
464.7605,75.79973413748367
465.2426,75.64354742899903
465.7247,75.51194001788262
466.2068,75.41554715558777
466.689,75.3027640290688
467.1711,75.17130729647745
467.6532,75.0564307840602
468.1353,74.94646287803234
468.6174,74.80413506478043
469.0995,74.62874649911112
469.5817,74.42893234271541
470.0638,74.19418222251844
470.5459,73.96353897937448
471.028,73.73741889552741
471.5101,73.4866714515067
471.9922,73.21901079148556
472.4744,72.98983094886668
472.9565,72.8010689097021
473.4386,72.63161359383591
473.9207,72.49630265321845
474.4028,72.35465314655869
474.8849,72.2051229799012
475.3671,72.08154577742211
475.8492,71.97584211434723
476.3313,71.84571385892716
476.8134,71.69162660016991
477.2955,71.54211092683987
477.7776,71.3601833194249
478.2598,71.20022821141994
478.7419,71.05478151718238
479.224,70.90128362127771
479.7061,70.74672180722469
480.1882,70.58299737073467
480.6703,70.40658514609274
481.1525,70.2261576338936
481.6346,70.03864481165643
482.1167,69.84250915288166
482.5988,69.63811398293826
483.0809,69.42323661723708
483.563,69.19728262847758
484.0452,68.97028034136763
484.5273,68.74231569144233
485.0094,68.50777951718379
485.4915,68.26893143357835
485.9736,68.02213504839719
486.4557,67.76673405793542
486.9379,67.51008331565178
487.42,67.25164863422839
487.9021,66.99946617990359
488.3842,66.75609304056121
488.8663,66.5180740536593
489.3484,66.28874342973096
489.8306,66.05068909558662
490.3127,65.80316805058845
490.7948,65.55811289123073
491.2769,65.3115932875978
491.759,65.06189962769666
492.2411,64.80993006650506
492.7233,64.55353908774426
493.2054,64.29235735340261
493.6875,64.02998215595875
494.1696,63.76601211718257
494.6517,63.49821135602263
495.1339,63.227113708585726
495.616,62.95442583838351
496.0981,62.6799817246719
496.5802,62.40320339210203
497.0623,62.12444033915382
497.5444,61.84517248790867
498.0266,61.56558160431865
498.5087,61.285223779923975
498.9908,61.0045885332259
499.4729,60.71950018474113
499.955,60.42969185453399
500.4371,60.1361364926554
500.9193,59.8376322925491
501.4014,59.535276790646314
501.8835,59.212990783268296
502.3656,58.88583820341394
502.8477,58.546451938158796
503.3298,58.21642350687922
503.812,57.89726298425032
504.2941,57.57691319487673
504.7762,57.260716937968226
505.2583,56.936338631649214
505.7404,56.60224031785189
506.2225,56.268868512350075
506.7047,55.93320407659666
507.1868,55.60215039372745
507.6689,55.277558085945756
508.151,54.953937597867274
508.6331,54.633578495911316
509.1152,54.312955830312426
509.5974,53.9915566040327
510.0795,53.673213868530496
510.5616,53.357145328311006
511.0437,53.03041060131671
511.5258,52.692284021355626
512.0079,52.34836432762332
512.4901,51.995145125772375
512.9722,51.642660515800415
513.4543,51.291481894007866
513.9364,50.93357201145471
514.4185,50.5710851013257
514.9006,50.18980738856928
515.3828,49.78727440208297
515.8649,49.378087273924976
516.347,48.95845213570262
516.8291,48.48661333005978
517.3112,47.960094806229726
517.7933,47.67384410548344
518.2755,47.07964635388371
518.7576,46.584091669232976
519.2397,46.04962800872294
519.7218,45.530662156005754
520.2039,45.04327013482639
520.686,44.56061276267855
521.1682,44.09804263416963
521.6503,43.674879063179354
522.1324,43.295071495278584
522.6145,42.88235222073745
523.0966,42.43725322686395
523.5787,42.00550635073948
524.0609,41.570892873961846
524.543,41.123918962631265
525.0251,40.66722035130437
525.5072,40.193263162663605
525.9893,39.69936385158785
526.4714,39.22595754701922
526.9536,38.773682000258475
527.4357,38.320012903819354
527.9178,37.874223658282666
528.3999,37.42187393570058
528.882,36.960472263038525
529.3641,36.50429773138723
529.8463,36.04977180507077
530.3284,35.5890893900033
530.8105,35.123300178284914
531.2926,34.653511516238886
531.7747,34.178080279167915
532.2568,33.704369904273186
532.739,33.232560350185
533.2211,32.75768816778604
533.7032,32.28133669211951
534.1853,31.799933473572153
534.6674,31.312628684821973
535.1495,30.82223406176858
535.6317,30.32762425636824
536.1138,29.829560232011712
536.5959,29.328228754471134
537.078,28.822227070840324
537.5601,28.31167917563085
538.0422,27.808337576406196
538.5244,27.313097483178787
539.0065,26.820445076774874
539.4886,26.333628428538454
539.9707,25.84609773009267
540.4528,25.357524537415394
540.9349,24.874066616701853
541.4171,24.39448112177326
541.8992,23.916750535176252
542.3813,23.441671949433438
542.8634,22.969574530498498
543.3455,22.500323208365742
543.8276,22.02624225502722
544.3098,21.54659363639857
544.7919,21.06500616226284
545.274,20.579271364106155
545.7561,20.096965492374178
546.2382,19.618593605237617
546.7203,19.138468176819437
547.2025,18.65831716520407
547.6846,18.18547196753772
548.1667,17.72009926953805
548.6488,17.260038309569268
549.1309,16.807299412837967
549.613,16.358428767783977
550.0952,15.913618488397914
550.5773,15.476502710222361
551.0594,15.046687937015593
551.5415,14.622545307123922
552.0236,14.204711803421036
552.5057,13.794046258099899
552.9879,13.39052498431219
553.47,12.989847905944062
553.9521,12.591829306289757
554.4342,12.198691650607591
554.9163,11.809349506825727
555.3984,11.427037834309123
555.8806,11.052085936305968
556.3627,10.68202158188566
556.8448,10.317636350910062
557.3269,9.964250764358274
557.809,9.622185040599224
558.2911,9.289569297400424
558.7733,8.967923767654762
559.2554,8.653721344811116
559.7375,8.346955805364415
560.2196,8.050806299757808
560.7017,7.764676260247452
561.1838,7.485550394245491
561.666,7.213670304868806
562.1481,6.950210372119409
562.6302,6.694555329231879
563.1123,6.449526775713231
563.5944,6.215405039922406
564.0765,5.990379845143096
564.5587,5.775188558061387
565.0408,5.5701062230856895
565.5229,5.375086381781532
566.005,5.190639393087051
566.4871,5.01690242588133
566.9692,4.853466841929137
567.4514,4.700509950173862
567.9335,4.558442114446912
568.4156,4.427298289791114
568.8977,4.31113872207338
569.3798,4.210524634347039
569.8619,4.1236888634398055
570.3441,4.051911059484362
570.8262,3.9931794270648
571.3083,3.947546426740643
571.7904,3.917268109248122
572.2725,3.9021006949856973
572.7546,3.8867903286447394
573.2368,3.8702636392772964
573.7189,3.859698916869109
574.201,3.8509293429442293
574.6831,3.8535845126590136
575.1652,3.86824496580601
575.6473,3.8864663451187087
576.1295,3.9102222559329527
576.6116,3.952741802711263
577.0937,4.014168363562304
577.5758,4.089491690445711
578.0579,4.182082508862511
578.54,4.2872748843863855
579.0222,4.405111022574085
579.5043,4.540938220960007
579.9864,4.69417611658675
580.4685,4.860029469530823
580.9506,5.0391768158806505
581.4327,5.233956423771525
581.9149,5.44362307557638
582.397,5.662644757511663
582.8791,5.890714676454131
583.3612,6.130023943605126
583.8433,6.379035806648705
584.3254,6.633189424110018
584.8076,6.891739891333634
585.2897,7.155317152371391
585.7718,7.422210124012883
586.2539,7.695037468626064
586.736,7.973235423774456
587.2181,8.25357840385166
587.7003,8.536069303571292
588.1824,8.83419966128897
588.6645,9.148428362719795
589.1466,9.471894517958397
589.6287,9.807941329195756
590.1108,10.151745616769844
590.593,10.5028126759207
591.0751,10.866331042254002
591.5572,11.241352383166811
592.0393,11.615730253675395
592.5214,11.989107386158858
593.0035,12.36671585850498
593.4857,12.745436893778018
593.9678,13.126559363818906
594.4499,13.50988958813799
594.932,13.8919371470927
595.4141,14.272450672195761
595.8962,14.662375478857681
596.3784,15.061706027100064
596.8605,15.464513611055137
597.3426,15.87324599556064
597.8247,16.290454484549876
598.3068,16.716133075835977
598.7889,17.151046636024283
599.2711,17.596099309580993
599.7532,18.043876314804507
600.2353,18.49434454966395
600.7174,18.952106810900442
601.1995,19.41557799076387
601.6816,19.870876937517693
602.1638,20.31696144984462
602.6459,20.75915241539408
603.128,21.193433272893692
603.6101,21.633506465414833
604.0922,22.07993744881757
604.5743,22.52229456536439
605.0565,22.96348856633838
605.5386,23.405277847035094
606.0207,23.84660097412563
606.5028,24.28859576141302
606.9849,24.731401494053774
607.467,25.175662324369906
607.9492,25.621794593458436
608.4313,26.069617438613175
608.9134,26.519536939940895
609.3955,26.967656635032796
609.8776,27.41377543325875
610.3597,27.860229938758486
610.8419,28.30607077768194
611.324,28.751050084326344
611.8061,29.195247603698533
612.2882,29.637987260182943
612.7703,30.079131689542297
613.2524,30.519251715063803
613.7346,30.95814161897426
614.2167,31.395297962141374
614.6988,31.830705528756425
615.1809,32.26850473515541
615.663,32.708962286221904
616.1451,33.150016472338294
616.6273,33.59276885093769
617.1094,34.03449016280657
617.5915,34.47496120925976
618.0736,34.91647394538633
618.5557,35.358423741250505
619.0378,35.79573734608803
619.52,36.22818107213105
620.0021,36.657717638962865
620.4842,37.08296373805987
620.9663,37.50738853993328
621.4484,37.931100440279195
621.9305,38.35113268449952
622.4127,38.768152008562346
622.8948,39.187779168000745
623.3769,39.610145090094136
623.859,40.0329865119283
624.3411,40.457753759836336
624.8232,40.877332293143496
625.3054,41.291187615096106
625.7875,41.70400534232465
626.2696,42.11403234262488
626.7517,42.52071475169113
627.2338,42.924286522088714
627.7159,43.3235657132202
628.1981,43.718327963454755
628.6802,44.10973976501513
629.1623,44.497472175068246
629.6444,44.88060193974198
630.1265,45.25916357525032
630.6086,45.636046280825354
631.0908,46.011292810286754
631.5729,46.38340100714194
632.055,46.75305332447422
632.5371,47.11799741974172
633.0192,47.4779709395924
633.5013,47.83460180560241
633.9835,48.18730703392165
634.4656,48.539184218655805
634.9477,48.89066465185646
635.4298,49.23981537177016
635.9119,49.58752618298456
636.394,49.93228354648255
636.8762,50.27391634494872
637.3583,50.61395570811152
637.8404,50.952077670635106
638.3225,51.28461129490406
638.8046,51.611415928707565
639.2867,51.93402100758948
639.7689,52.2514582753015
640.251,52.566229786691586
640.7331,52.8784637502618
641.2152,53.186075210160794
641.6973,53.489580555911225
642.1794,53.794681854745214
642.6616,54.10168111949161
643.1437,54.408233175205645
643.6258,54.71589340374861
644.1079,55.02082174292143
644.59,55.32286553387912
645.0721,55.62532014355455
645.5543,55.92743120875073
646.0364,56.225770657507084
646.5185,56.520473499043575
647.0006,56.81271609245262
647.4827,57.10169944025961
647.9648,57.39036059204041
648.447,57.67888262419015
648.9291,57.965172179721584
649.4112,58.24990598074149
649.8933,58.52944444516213
650.3754,58.80321964435944
650.8575,59.07344457858877
651.3397,59.33903249643229
651.8218,59.6015979758375
652.3039,59.86128254037201
652.786,60.116297073995696
653.2681,60.36694141447515
653.7502,60.61208975629919
654.2324,60.8513014678168
654.7145,61.08521985781044
